application_number	application_type	product_number	sponsor_name	drug_name	ingredient_name	unii	standard_inchi_key	gsrs_record_version	approval_date	submission_status	marketing_status	currently_marketed	drugsfda_version	drugsfda_retrieved_on	unii_version	gsrs_retrieved_on
076089	ANDA	004	IVAX SUB TEVA PHARMS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076126	ANDA	002	CARLSBAD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076126	ANDA	003	CARLSBAD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076126	ANDA	004	CARLSBAD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076138	ANDA	001	NOSTRUM LABS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076138	ANDA	002	NOSTRUM LABS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076138	ANDA	003	NOSTRUM LABS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076555	ANDA	001	PHARMOBEDIENT	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2008-12-11	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076558	ANDA	002	HIKMA	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076558	ANDA	003	HIKMA	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076558	ANDA	004	HIKMA	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076593	ANDA	002	AIPING PHARM INC	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-03-16	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076593	ANDA	003	AIPING PHARM INC	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-03-16	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076593	ANDA	004	AIPING PHARM INC	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-03-16	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076639	ANDA	001	UNIQUE	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-09-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076639	ANDA	002	UNIQUE	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-09-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076639	ANDA	003	UNIQUE	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-09-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076673	ANDA	001	WATSON LABS INC	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2005-01-21	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076754	ANDA	001	THE J MOLNER	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076794	ANDA	002	WATSON LABS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076794	ANDA	003	WATSON LABS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076794	ANDA	004	WATSON LABS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076896	ANDA	001	CHARTWELL	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-11-04	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076896	ANDA	002	CHARTWELL	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-11-04	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076896	ANDA	003	CHARTWELL	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-11-04	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076912	ANDA	002	TARO	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-10-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076912	ANDA	003	TARO	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-10-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076912	ANDA	004	TARO	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-10-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
077568	ANDA	001	FDC LTD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2008-06-30	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
077689	ANDA	001	RISING	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2006-12-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
077859	ANDA	001	AUROBINDO PHARMA	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2007-04-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
077859	ANDA	002	AUROBINDO PHARMA	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2007-04-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
077859	ANDA	003	AUROBINDO PHARMA	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2007-04-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
078598	ANDA	001	J MOLNER	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2008-01-16	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
204613	ANDA	001	ALTAIRE PHARMS INC	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2018-05-03	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
208921	ANDA	001	YILING	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2018-06-22	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
208921	ANDA	002	YILING	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2018-06-22	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217887	ANDA	001	ALEMBIC THERAP	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2024-11-05	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050689	NDA	001	PFIZER	MYCOBUTIN	RIFABUTIN	1W306TDA6S	ATEBXHFBFRCZMA-VXTBVIBXSA-N	77	1992-12-23	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
090033	ANDA	001	LUPIN	RIFABUTIN	RIFABUTIN	1W306TDA6S	ATEBXHFBFRCZMA-VXTBVIBXSA-N	77	2014-02-24	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
212430	ANDA	001	I3 PHARMS	RIFABUTIN	RIFABUTIN	1W306TDA6S	ATEBXHFBFRCZMA-VXTBVIBXSA-N	77	2026-03-19	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
215041	ANDA	001	NOVITIUM PHARMA	RIFABUTIN	RIFABUTIN	1W306TDA6S	ATEBXHFBFRCZMA-VXTBVIBXSA-N	77	2021-12-17	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
219519	ANDA	001	ZYDUS LIFESCIENCES	RIFABUTIN	RIFABUTIN	1W306TDA6S	ATEBXHFBFRCZMA-VXTBVIBXSA-N	77	2026-08-21	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
016320	NDA	001	KANCHAN HLTHCARE	MYAMBUTOL	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	1967-11-06	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
016320	NDA	002	KANCHAN HLTHCARE	MYAMBUTOL	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	1967-11-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
016320	NDA	003	KANCHAN HLTHCARE	MYAMBUTOL	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	1967-11-06	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
016320	NDA	004	KANCHAN HLTHCARE	MYAMBUTOL	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	1967-11-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075095	ANDA	001	EPIC PHARMA LLC	ETHAMBUTOL HYDROCHLORIDE	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	1999-11-30	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075095	ANDA	002	EPIC PHARMA LLC	ETHAMBUTOL HYDROCHLORIDE	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	1999-11-30	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076057	ANDA	001	BARR	ETHAMBUTOL HYDROCHLORIDE	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	2001-11-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
078939	ANDA	001	LUPIN	ETHAMBUTOL HYDROCHLORIDE	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	2009-06-17	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
078939	ANDA	002	LUPIN	ETHAMBUTOL HYDROCHLORIDE	ETHAMBUTOL HYDROCHLORIDE	QE4VW5FO07	AUAHHJJRFHRVPV-BZDVOYDHSA-N	32	2009-06-17	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
007883	NDA	002	TEVA WOMENS	ANTABUSE	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1951-08-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
007883	NDA	003	TEVA WOMENS	ANTABUSE	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1951-08-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
086889	ANDA	001	WATSON LABS	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1981-03-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
086890	ANDA	001	WATSON LABS TEVA	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1981-03-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
087973	ANDA	001	WATSON LABS	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1983-08-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
087974	ANDA	001	WATSON LABS	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1983-08-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
088482	ANDA	001	ODYSSEY PHARMS	ANTABUSE	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1983-12-08	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
088483	ANDA	001	ODYSSEY PHARMS	ANTABUSE	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1983-12-08	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
088792	ANDA	001	STRIDES PHARMA INTL	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1984-08-14	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
088793	ANDA	001	STRIDES PHARMA INTL	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	1984-08-14	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
091563	ANDA	001	CHARTWELL MOLECULES	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2012-12-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
091563	ANDA	002	CHARTWELL MOLECULES	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2012-12-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
091619	ANDA	001	SIGMAPHARM LABS LLC	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2011-03-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
091619	ANDA	002	SIGMAPHARM LABS LLC	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2011-03-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
091681	ANDA	001	ALVOGEN	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2013-08-08	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
202652	ANDA	001	HIKMA	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2014-02-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
202652	ANDA	002	HIKMA	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2014-02-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203916	ANDA	001	NATCO PHARMA USA	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2015-03-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203916	ANDA	002	NATCO PHARMA USA	DISULFIRAM	DISULFIRAM	TR3MLJ1UAI	AUZONCFQVSMFAP-UHFFFAOYSA-N	43	2015-03-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
022106	NDA	001	SHIONOGI	DORIBAX	DORIPENEM	BHV525JOBH	AVAACINZEOAHHE-VFZPANTDSA-N	32	2007-10-12	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
022106	NDA	002	SHIONOGI	DORIBAX	DORIPENEM	BHV525JOBH	AVAACINZEOAHHE-VFZPANTDSA-N	32	2007-10-12	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050405	NDA	002	PRAGMA	KEFLEX	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1971-01-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050405	NDA	003	PRAGMA	KEFLEX	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1971-01-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050405	NDA	004	PRAGMA	KEFLEX	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1971-01-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050405	NDA	005	PRAGMA	KEFLEX	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1971-01-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050406	NDA	001	PRAGMA	KEFLEX	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1971-01-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050406	NDA	002	PRAGMA	KEFLEX	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1971-01-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050406	NDA	003	PRAGMA	KEFLEX	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1971-01-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050440	NDA	001	LILLY	KEFLET	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1972-10-12	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050440	NDA	002	LILLY	KEFLET	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1972-10-12	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050440	NDA	003	LILLY	KEFLET	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1972-10-12	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
061969	ANDA	001	IVAX SUB TEVA PHARMS	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1976-04-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
061969	ANDA	002	IVAX SUB TEVA PHARMS	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1976-04-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062117	ANDA	001	FACTA FARMA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1978-03-27	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062117	ANDA	002	FACTA FARMA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1978-03-27	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062117	ANDA	003	FACTA FARMA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1978-03-27	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062118	ANDA	001	FACTA FARMA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1978-03-27	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062118	ANDA	002	FACTA FARMA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1978-03-27	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062702	ANDA	001	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-02-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062702	ANDA	002	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-02-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062703	ANDA	001	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-02-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062703	ANDA	002	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-02-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062713	ANDA	001	AJENAT PHARMS	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1988-07-15	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062713	ANDA	002	AJENAT PHARMS	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1988-07-15	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062745	ANDA	001	LILLY	KEFLET	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1986-12-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062745	ANDA	002	LILLY	KEFLET	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1986-12-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062760	ANDA	001	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-04-24	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062761	ANDA	001	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-04-24	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062767	ANDA	001	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-06-16	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062768	ANDA	001	TEVA	CEPHALEXIN	CEPHALEXIN	OBN7UDS42Y	AVGYWQBCYZHHPN-CYJZLJNKSA-N	50	1987-06-16	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
